id_transaccion,fecha,fecha_hora,producto,categoria,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,total,region,vendedor,canal,cliente_id
TXN-00324,2023-12-13,2023-12-13 18:57:30,Disco Externo 2TB,Almacenamiento,1,82.34,82.34,0,0.0,82.34,Norte,Laura Sánchez,Online,CLI-0223
TXN-00325,2023-07-30,2023-07-30 13:44:35,Teclado Mecánico,Accesorios,5,81.95,409.75,10,40.98,368.77,Centro,Sofía Martínez,App Móvil,CLI-0153
TXN-00326,2024-08-08,2024-08-08 16:09:03,"Monitor Samsung 27""",Monitores,3,275.75,827.25,15,124.09,703.16,Este,Ana García,Teléfono,CLI-0045
TXN-00327,2024-05-06,2024-05-06 09:13:10,Webcam HD,Periféricos,2,85.17,170.34,30,51.1,119.24,Este,Carlos Ruiz,Teléfono,CLI-0060
TXN-00328,2024-05-15,2024-05-15 08:05:41,Webcam HD,Periféricos,2,84.55,169.1,20,33.82,135.28,Centro,Laura Sánchez,Online,CLI-0190
TXN-00329,2024-04-01,2024-04-01 16:29:16,Mousepad Gaming,Accesorios,2,19.52,39.04,0,0.0,39.04,Sur,Sofía Martínez,Tienda,CLI-0078
TXN-00330,2023-03-29,2023-03-29 21:34:26,Micrófono USB,Audio,1,72.74,72.74,0,0.0,72.74,Centro,Juan Pérez,Tienda,CLI-0199
TXN-00331,2024-12-04,2024-12-04 15:36:56,Soporte Laptop,Accesorios,1,40.17,40.17,25,10.04,30.13,Sur,Roberto Díaz,App Móvil,CLI-0041
TXN-00332,2024-05-29,2024-05-29 17:51:36,SSD 1TB,Almacenamiento,3,129.66,388.98,0,0.0,388.98,Centro,María López,Tienda,CLI-0230
TXN-00333,2023-08-05,2023-08-05 04:02:27,Teclado Mecánico,Accesorios,1,98.07,98.07,0,0.0,98.07,Norte,Laura Sánchez,Online,CLI-0076
TXN-00334,2023-03-10,2023-03-10 17:25:35,Soporte Laptop,Accesorios,1,40.75,40.75,10,4.08,36.67,Este,Sofía Martínez,Teléfono,CLI-0007
TXN-00335,2024-06-19,2024-06-19 10:26:09,Micrófono USB,Audio,1,72.8,72.8,30,21.84,50.96,Sur,Carlos Ruiz,Tienda,CLI-0289
TXN-00336,2024-07-02,2024-07-02 13:16:24,Micrófono USB,Audio,1,64.4,64.4,10,6.44,57.96,Oeste,Roberto Díaz,Tienda,CLI-0089
TXN-00337,2024-09-15,2024-09-15 15:02:25,Webcam HD,Periféricos,4,78.44,313.76,30,94.13,219.63,Este,Juan Pérez,Tienda,CLI-0244
TXN-00338,2023-01-21,2023-01-21 21:19:19,Mousepad Gaming,Accesorios,3,19.06,57.17999999999999,10,5.72,51.46,Este,Roberto Díaz,Tienda,CLI-0117
TXN-00339,2023-11-25,2023-11-25 15:38:41,Teclado Mecánico,Accesorios,2,86.4,172.8,20,34.56,138.24,Norte,Juan Pérez,Teléfono,CLI-0109
TXN-00340,2024-06-12,2024-06-12 01:32:50,Mousepad Gaming,Accesorios,1,21.29,21.29,20,4.26,17.03,Sur,Carlos Ruiz,App Móvil,CLI-0260
TXN-00341,2024-08-05,2024-08-05 12:56:53,SSD 1TB,Almacenamiento,2,111.25,222.5,25,55.62,166.88,Sur,Ana García,Online,CLI-0017
TXN-00342,2024-12-22,2024-12-22 14:52:29,RAM 16GB,Componentes,2,72.8,145.6,10,14.56,131.04,Centro,Laura Sánchez,Tienda,CLI-0016
TXN-00343,2024-04-01,2024-04-01 16:37:35,"Monitor Samsung 27""",Monitores,1,292.34,292.34,30,87.7,204.64,Este,Diego Torres,Online,CLI-0133
TXN-00344,2023-10-19,2023-10-19 09:10:54,Disco Externo 2TB,Almacenamiento,2,95.95,191.9,0,0.0,191.9,Centro,Juan Pérez,Online,CLI-0116
TXN-00345,2024-06-09,2024-06-09 21:49:43,Adaptador WiFi,Componentes,1,23.52,23.52,15,3.53,19.99,Norte,Roberto Díaz,Online,CLI-0089
TXN-00346,2023-09-16,2023-09-16 13:45:45,Cable HDMI,Cables,2,13.77,27.54,5,1.38,26.16,Este,Laura Sánchez,Teléfono,CLI-0179
TXN-00347,2023-11-06,2023-11-06 18:25:37,RAM 16GB,Componentes,2,76.02,152.04,20,30.41,121.63,Norte,Ana García,App Móvil,CLI-0288
TXN-00348,2023-11-02,2023-11-02 16:04:21,Adaptador WiFi,Componentes,1,25.46,25.46,10,2.55,22.91,Este,Diego Torres,App Móvil,CLI-0134
TXN-00349,2023-07-12,2023-07-12 21:15:57,Adaptador WiFi,Componentes,1,26.05,26.05,10,2.61,23.44,Norte,Laura Sánchez,App Móvil,CLI-0072
TXN-00350,2023-10-30,2023-10-30 15:25:24,Disco Externo 2TB,Almacenamiento,2,81.45,162.9,20,32.58,130.32,Norte,Juan Pérez,App Móvil,CLI-0114
TXN-00351,2024-11-18,2024-11-18 13:54:10,Adaptador WiFi,Componentes,2,25.16,50.32,20,10.06,40.26,Centro,María López,App Móvil,CLI-0050
TXN-00352,2024-07-26,2024-07-26 11:43:57,RAM 16GB,Componentes,4,74.04,296.16,10,29.62,266.54,Este,Carlos Ruiz,Online,CLI-0182
TXN-00353,2024-03-06,2024-03-06 14:23:16,"Monitor Samsung 27""",Monitores,2,314.64,629.28,10,62.93,566.35,Centro,Sofía Martínez,Teléfono,CLI-0061
TXN-00354,2024-08-17,2024-08-17 02:30:56,RAM 16GB,Componentes,1,72.85,72.85,30,21.85,51.0,Sur,Carlos Ruiz,Teléfono,CLI-0272
TXN-00355,2023-05-21,2023-05-21 10:26:36,Webcam HD,Periféricos,1,78.6,78.6,0,0.0,78.6,Oeste,María López,App Móvil,CLI-0093
TXN-00356,2024-10-08,2024-10-08 10:40:03,Micrófono USB,Audio,2,64.12,128.24,10,12.82,115.42,Norte,Roberto Díaz,App Móvil,CLI-0108
TXN-00357,2023-06-12,2023-06-12 21:49:05,Micrófono USB,Audio,1,73.82,73.82,30,22.15,51.67,Sur,Laura Sánchez,Teléfono,CLI-0207
TXN-00358,2023-01-05,2023-01-05 12:46:23,SSD 1TB,Almacenamiento,2,131.16,262.32,15,39.35,222.97,Norte,Diego Torres,Online,CLI-0010
TXN-00359,2023-08-20,2023-08-20 14:19:08,Adaptador WiFi,Componentes,5,22.51,112.55000000000001,5,5.63,106.92,Norte,Laura Sánchez,App Móvil,CLI-0086
TXN-00360,2023-10-25,2023-10-25 17:38:33,Mouse Logitech,Accesorios,2,31.93,63.86,10,6.39,57.47,Este,Laura Sánchez,Online,CLI-0176
TXN-00361,2023-06-18,2023-06-18 12:01:14,Mousepad Gaming,Accesorios,1,19.95,19.95,5,1.0,18.95,Sur,María López,Online,CLI-0012
TXN-00362,2024-01-11,2024-01-11 21:02:24,Cable HDMI,Cables,2,13.0,26.0,0,0.0,26.0,Este,Ana García,Tienda,CLI-0056
TXN-00363,2024-12-07,2024-12-07 16:24:07,Adaptador WiFi,Componentes,2,26.67,53.34,0,0.0,53.34,Centro,Sofía Martínez,Teléfono,CLI-0079
TXN-00364,2023-11-05,2023-11-05 10:42:33,"Monitor Samsung 27""",Monitores,2,311.7,623.4,0,0.0,623.4,Este,María López,Teléfono,CLI-0054
TXN-00365,2023-10-17,2023-10-17 10:31:12,Hub USB-C,Accesorios,5,52.18,260.9,0,0.0,260.9,Centro,Juan Pérez,App Móvil,CLI-0268
TXN-00366,2023-10-30,2023-10-30 17:31:58,"Monitor Samsung 27""",Monitores,1,291.47,291.47,15,43.72,247.75,Sur,Roberto Díaz,App Móvil,CLI-0121
TXN-00367,2023-04-24,2023-04-24 21:31:09,Laptop HP,Computadoras,5,812.29,4061.45,0,0.0,4061.45,Norte,Carlos Ruiz,Tienda,CLI-0132
TXN-00368,2023-09-28,2023-09-28 10:52:11,Adaptador WiFi,Componentes,4,23.65,94.6,10,9.46,85.14,Norte,Sofía Martínez,App Móvil,CLI-0161
TXN-00369,2023-02-16,2023-02-16 11:42:41,SSD 1TB,Almacenamiento,1,125.71,125.71,0,0.0,125.71,Sur,Diego Torres,App Móvil,CLI-0225
TXN-00370,2024-01-17,2024-01-17 05:07:25,Cable HDMI,Cables,1,12.39,12.39,0,0.0,12.39,Oeste,Roberto Díaz,App Móvil,CLI-0198
TXN-00371,2024-10-26,2024-10-26 05:07:08,Disco Externo 2TB,Almacenamiento,1,96.3,96.3,15,14.44,81.86,Norte,María López,Tienda,CLI-0214
TXN-00372,2024-11-25,2024-11-25 18:24:49,Mousepad Gaming,Accesorios,1,20.35,20.35,30,6.1,14.25,Este,Ana García,Online,CLI-0248
TXN-00373,2024-03-27,2024-03-27 13:41:20,Mousepad Gaming,Accesorios,1,19.94,19.94,15,2.99,16.95,Norte,Juan Pérez,App Móvil,CLI-0266
TXN-00374,2023-04-08,2023-04-08 20:15:30,Hub USB-C,Accesorios,2,51.87,103.74,30,31.12,72.62,Este,Laura Sánchez,Online,CLI-0286
TXN-00375,2023-01-12,2023-01-12 11:32:54,Mousepad Gaming,Accesorios,1,21.94,21.94,0,0.0,21.94,Oeste,Roberto Díaz,Online,CLI-0039
TXN-00376,2023-12-05,2023-12-05 01:32:14,Micrófono USB,Audio,1,69.87,69.87,5,3.49,66.38,Centro,Laura Sánchez,Teléfono,CLI-0121
TXN-00377,2024-04-03,2024-04-03 16:28:20,Mouse Logitech,Accesorios,3,29.74,89.22,30,26.77,62.45,Norte,Roberto Díaz,Tienda,CLI-0053
TXN-00378,2024-07-16,2024-07-16 10:50:38,SSD 1TB,Almacenamiento,1,117.89,117.89,25,29.47,88.42,Centro,Sofía Martínez,Online,CLI-0234
TXN-00379,2023-08-17,2023-08-17 10:35:49,Auriculares Bluetooth,Audio,3,58.35,175.05,0,0.0,175.05,Centro,Roberto Díaz,App Móvil,CLI-0232
TXN-00380,2023-01-03,2023-01-03 19:51:18,Mouse Logitech,Accesorios,1,27.58,27.58,5,1.38,26.2,Centro,Diego Torres,Tienda,CLI-0024
TXN-00381,2024-02-24,2024-02-24 18:12:12,Mousepad Gaming,Accesorios,1,18.65,18.65,0,0.0,18.65,Norte,Laura Sánchez,Online,CLI-0235
TXN-00382,2023-04-21,2023-04-21 09:59:40,Soporte Laptop,Accesorios,2,42.24,84.48,10,8.45,76.03,Centro,Carlos Ruiz,Teléfono,CLI-0235
TXN-00383,2023-05-18,2023-05-18 00:33:47,Adaptador WiFi,Componentes,2,25.44,50.88,25,12.72,38.16,Norte,Laura Sánchez,Teléfono,CLI-0261
TXN-00384,2024-12-09,2024-12-09 20:52:08,Micrófono USB,Audio,4,75.89,303.56,0,0.0,303.56,Norte,Laura Sánchez,App Móvil,CLI-0259
TXN-00385,2024-12-10,2024-12-10 13:25:21,Mousepad Gaming,Accesorios,3,19.53,58.59,30,17.58,41.01,Este,Roberto Díaz,Online,CLI-0071
TXN-00386,2023-11-03,2023-11-03 17:55:20,SSD 1TB,Almacenamiento,3,122.45,367.35,25,91.84,275.51,Centro,Juan Pérez,Online,CLI-0108
TXN-00387,2024-11-19,2024-11-19 20:41:11,Cable HDMI,Cables,1,13.55,13.55,10,1.36,12.19,Centro,Diego Torres,Tienda,CLI-0181
TXN-00388,2024-11-14,2024-11-14 19:47:57,Hub USB-C,Accesorios,1,49.79,49.79,30,14.94,34.85,Centro,Sofía Martínez,Teléfono,CLI-0007
TXN-00389,2023-05-29,2023-05-29 09:12:17,Hub USB-C,Accesorios,3,46.06,138.18,15,20.73,117.45,Sur,Sofía Martínez,App Móvil,CLI-0075
TXN-00390,2023-07-28,2023-07-28 09:22:52,Soporte Laptop,Accesorios,3,36.49,109.47,10,10.95,98.52,Oeste,Carlos Ruiz,Online,CLI-0288
TXN-00391,2024-12-10,2024-12-10 15:24:26,SSD 1TB,Almacenamiento,7,113.69,795.8299999999999,10,79.58,716.25,Este,Ana García,Tienda,CLI-0129
TXN-00392,2023-08-19,2023-08-19 22:45:41,"Monitor Samsung 27""",Monitores,2,307.22,614.44,20,122.89,491.55,Este,Juan Pérez,Online,CLI-0151
TXN-00393,2023-07-11,2023-07-11 23:32:07,RAM 16GB,Componentes,1,74.83,74.83,0,0.0,74.83,Oeste,Ana García,Teléfono,CLI-0143
TXN-00394,2024-08-21,2024-08-21 00:21:29,Hub USB-C,Accesorios,3,47.63,142.89000000000001,0,0.0,142.89,Sur,Ana García,Online,CLI-0166
TXN-00395,2024-11-08,2024-11-08 21:36:35,Cable HDMI,Cables,1,11.82,11.82,30,3.55,8.27,Este,Carlos Ruiz,App Móvil,CLI-0270
TXN-00396,2023-03-11,2023-03-11 11:26:34,"Monitor Samsung 27""",Monitores,5,327.41,1637.0500000000002,25,409.26,1227.79,Centro,Laura Sánchez,Tienda,CLI-0179
TXN-00397,2023-12-06,2023-12-06 12:48:39,"Monitor Samsung 27""",Monitores,4,322.99,1291.96,10,129.2,1162.76,Centro,Roberto Díaz,Tienda,CLI-0059
TXN-00398,2024-10-19,2024-10-19 18:15:02,Adaptador WiFi,Componentes,2,24.22,48.44,5,2.42,46.02,Este,Laura Sánchez,Tienda,CLI-0198
TXN-00399,2023-01-26,2023-01-26 11:32:51,Webcam HD,Periféricos,3,80.63,241.89,10,24.19,217.7,Centro,Roberto Díaz,Teléfono,CLI-0023
TXN-00400,2023-11-25,2023-11-25 10:10:49,Webcam HD,Periféricos,3,86.36,259.08,5,12.95,246.13,Centro,Ana García,Tienda,CLI-0108
TXN-00401,2024-12-02,2024-12-02 10:13:34,Adaptador WiFi,Componentes,1,25.64,25.64,5,1.28,24.36,Oeste,Carlos Ruiz,Online,CLI-0013
TXN-00402,2023-03-31,2023-03-31 11:50:16,RAM 16GB,Componentes,4,83.46,333.84,0,0.0,333.84,Centro,Carlos Ruiz,Online,CLI-0133
TXN-00403,2024-03-19,2024-03-19 15:43:07,SSD 1TB,Almacenamiento,2,117.3,234.6,15,35.19,199.41,Centro,Ana García,Tienda,CLI-0300
TXN-00404,2024-01-02,2024-01-02 03:18:50,Laptop HP,Computadoras,3,936.15,2808.45,0,0.0,2808.45,Este,Carlos Ruiz,App Móvil,CLI-0225
TXN-00405,2024-04-30,2024-04-30 12:08:47,SSD 1TB,Almacenamiento,1,117.47,117.47,0,0.0,117.47,Oeste,Sofía Martínez,Online,CLI-0153
TXN-00406,2023-01-12,2023-01-12 17:09:07,Adaptador WiFi,Componentes,4,26.92,107.68,10,10.77,96.91,Norte,Ana García,Teléfono,CLI-0276
TXN-00407,2023-08-04,2023-08-04 20:22:13,Hub USB-C,Accesorios,1,54.46,54.46,10,5.45,49.01,Oeste,María López,Online,CLI-0095
TXN-00408,2023-07-18,2023-07-18 19:51:36,"Monitor Samsung 27""",Monitores,1,307.0,307.0,10,30.7,276.3,Norte,Roberto Díaz,Tienda,CLI-0149
TXN-00409,2023-07-22,2023-07-22 16:21:22,Adaptador WiFi,Componentes,4,22.83,91.32,0,0.0,91.32,Sur,Juan Pérez,Tienda,CLI-0146
TXN-00410,2023-11-22,2023-11-22 14:39:42,Cable HDMI,Cables,1,11.87,11.87,5,0.59,11.28,Este,María López,App Móvil,CLI-0162
TXN-00411,2023-09-10,2023-09-10 20:47:41,SSD 1TB,Almacenamiento,1,112.04,112.04,10,11.2,100.84,Oeste,Sofía Martínez,App Móvil,CLI-0069
TXN-00412,2024-04-18,2024-04-18 21:19:31,Adaptador WiFi,Componentes,5,26.15,130.75,20,26.15,104.6,Centro,Carlos Ruiz,Online,CLI-0042
TXN-00413,2024-07-05,2024-07-05 20:56:40,Soporte Laptop,Accesorios,5,38.24,191.20000000000002,0,0.0,191.2,Norte,Carlos Ruiz,Tienda,CLI-0260
TXN-00414,2024-08-15,2024-08-15 18:13:58,Adaptador WiFi,Componentes,2,22.65,45.3,30,13.59,31.71,Norte,Sofía Martínez,Teléfono,CLI-0077
TXN-00415,2023-10-25,2023-10-25 17:32:05,Auriculares Bluetooth,Audio,2,58.7,117.4,30,35.22,82.18,Oeste,Diego Torres,Tienda,CLI-0123
TXN-00416,2024-12-01,2024-12-01 17:08:28,Soporte Laptop,Accesorios,2,43.7,87.4,30,26.22,61.18,Sur,María López,Online,CLI-0248
TXN-00417,2023-08-26,2023-08-26 14:14:02,Auriculares Bluetooth,Audio,1,54.48,54.48,20,10.9,43.58,Sur,Diego Torres,Teléfono,CLI-0241
TXN-00418,2023-02-10,2023-02-10 10:06:45,Mousepad Gaming,Accesorios,1,19.81,19.81,0,0.0,19.81,Centro,Sofía Martínez,App Móvil,CLI-0297
TXN-00419,2024-10-31,2024-10-31 18:41:57,Hub USB-C,Accesorios,2,50.69,101.38,15,15.21,86.17,Norte,Sofía Martínez,Teléfono,CLI-0115
TXN-00420,2024-05-13,2024-05-13 18:00:32,Hub USB-C,Accesorios,3,49.05,147.14999999999998,10,14.71,132.44,Sur,Roberto Díaz,Online,CLI-0118
TXN-00421,2023-08-05,2023-08-05 11:23:38,Mouse Logitech,Accesorios,3,30.08,90.24,10,9.02,81.22,Norte,Juan Pérez,Teléfono,CLI-0170
TXN-00422,2024-05-05,2024-05-05 11:41:53,Disco Externo 2TB,Almacenamiento,3,83.03,249.09,20,49.82,199.27,Oeste,Ana García,Online,CLI-0023
TXN-00423,2023-05-18,2023-05-18 09:57:36,Teclado Mecánico,Accesorios,1,91.31,91.31,0,0.0,91.31,Sur,Ana García,Online,CLI-0133
TXN-00424,2024-09-05,2024-09-05 20:01:56,Mousepad Gaming,Accesorios,2,18.71,37.42,15,5.61,31.81,Este,Carlos Ruiz,Online,CLI-0230
TXN-00425,2023-06-24,2023-06-24 15:38:09,Cable HDMI,Cables,1,14.27,14.27,20,2.85,11.42,Centro,María López,App Móvil,CLI-0086
TXN-00426,2024-09-02,2024-09-02 12:24:24,Disco Externo 2TB,Almacenamiento,2,93.33,186.66,20,37.33,149.33,Sur,Carlos Ruiz,Tienda,CLI-0104
TXN-00427,2024-12-01,2024-12-01 11:38:06,Hub USB-C,Accesorios,2,53.59,107.18,25,26.8,80.38,Sur,Roberto Díaz,Tienda,CLI-0273
TXN-00428,2024-05-08,2024-05-08 18:34:52,Hub USB-C,Accesorios,4,52.51,210.04,0,0.0,210.04,Norte,Laura Sánchez,Teléfono,CLI-0190
TXN-00429,2024-03-15,2024-03-15 21:30:50,Soporte Laptop,Accesorios,1,36.34,36.34,25,9.09,27.25,Oeste,Diego Torres,Tienda,CLI-0218
TXN-00430,2023-03-27,2023-03-27 17:26:16,Teclado Mecánico,Accesorios,1,85.57,85.57,5,4.28,81.29,Sur,Ana García,Tienda,CLI-0296
TXN-00431,2024-01-20,2024-01-20 20:51:20,Hub USB-C,Accesorios,1,46.17,46.17,0,0.0,46.17,Oeste,Diego Torres,Tienda,CLI-0080
TXN-00432,2023-09-25,2023-09-25 13:36:23,SSD 1TB,Almacenamiento,3,123.63,370.89,10,37.09,333.8,Centro,Sofía Martínez,Teléfono,CLI-0105
TXN-00433,2024-05-09,2024-05-09 17:35:30,SSD 1TB,Almacenamiento,2,121.24,242.48,25,60.62,181.86,Este,Sofía Martínez,App Móvil,CLI-0204
TXN-00434,2023-08-24,2023-08-24 20:10:06,Disco Externo 2TB,Almacenamiento,1,83.48,83.48,0,0.0,83.48,Sur,Laura Sánchez,App Móvil,CLI-0282
TXN-00435,2023-06-14,2023-06-14 19:00:51,Cable HDMI,Cables,1,13.5,13.5,0,0.0,13.5,Norte,María López,Teléfono,CLI-0223
TXN-00436,2024-01-15,2024-01-15 09:46:24,Mouse Logitech,Accesorios,3,27.38,82.14,5,4.11,78.03,Oeste,Sofía Martínez,Tienda,CLI-0090
TXN-00437,2023-07-26,2023-07-26 16:18:12,Adaptador WiFi,Componentes,1,24.96,24.96,0,0.0,24.96,Norte,Juan Pérez,Online,CLI-0019
TXN-00438,2023-06-11,2023-06-11 13:49:25,Auriculares Bluetooth,Audio,3,56.86,170.57999999999998,0,0.0,170.58,Este,Laura Sánchez,Teléfono,CLI-0103
TXN-00439,2023-04-03,2023-04-03 20:53:35,Hub USB-C,Accesorios,3,45.14,135.42000000000002,0,0.0,135.42,Centro,Diego Torres,App Móvil,CLI-0142
TXN-00440,2024-04-10,2024-04-10 18:00:16,"Monitor Samsung 27""",Monitores,1,306.37,306.37,5,15.32,291.05,Sur,Laura Sánchez,Tienda,CLI-0287
TXN-00441,2023-04-30,2023-04-30 08:56:34,Mouse Logitech,Accesorios,1,30.01,30.01,10,3.0,27.01,Centro,Sofía Martínez,Teléfono,CLI-0194
TXN-00442,2023-12-14,2023-12-14 14:43:29,Cable HDMI,Cables,6,12.95,77.69999999999999,5,3.88,73.82,Centro,Ana García,Teléfono,CLI-0060
TXN-00443,2024-11-24,2024-11-24 21:20:26,Webcam HD,Periféricos,1,73.07,73.07,5,3.65,69.42,Este,Ana García,App Móvil,CLI-0128
TXN-00444,2023-03-19,2023-03-19 11:30:20,Webcam HD,Periféricos,1,73.48,73.48,10,7.35,66.13,Este,Juan Pérez,App Móvil,CLI-0094
TXN-00445,2024-05-25,2024-05-25 12:47:15,Disco Externo 2TB,Almacenamiento,3,93.29,279.87,5,13.99,265.88,Este,Juan Pérez,Online,CLI-0104
TXN-00446,2023-12-31,2023-12-31 10:07:58,Soporte Laptop,Accesorios,5,37.99,189.95000000000002,30,56.99,132.96,Norte,Roberto Díaz,Tienda,CLI-0278
TXN-00447,2024-09-27,2024-09-27 18:55:17,Laptop HP,Computadoras,6,962.63,5775.78,10,577.58,5198.2,Oeste,María López,App Móvil,CLI-0204
TXN-00448,2023-02-25,2023-02-25 15:30:34,"Monitor Samsung 27""",Monitores,3,315.0,945.0,0,0.0,945.0,Norte,Diego Torres,Teléfono,CLI-0090
TXN-00449,2024-04-16,2024-04-16 09:00:43,RAM 16GB,Componentes,1,87.61,87.61,25,21.9,65.71,Sur,Laura Sánchez,Tienda,CLI-0167
TXN-00450,2023-07-11,2023-07-11 12:17:30,Auriculares Bluetooth,Audio,1,61.34,61.34,10,6.13,55.21,Centro,Diego Torres,App Móvil,CLI-0095
TXN-00451,2024-12-18,2024-12-18 14:54:25,RAM 16GB,Componentes,3,78.77,236.31,15,35.45,200.86,Este,Roberto Díaz,Online,CLI-0293
TXN-00452,2023-04-13,2023-04-13 21:15:35,Teclado Mecánico,Accesorios,2,98.62,197.24,5,9.86,187.38,Oeste,Laura Sánchez,Online,CLI-0075
TXN-00453,2024-04-29,2024-04-29 05:26:31,Micrófono USB,Audio,2,76.42,152.84,0,0.0,152.84,Sur,Diego Torres,Teléfono,CLI-0154
TXN-00454,2023-02-18,2023-02-18 20:10:03,Webcam HD,Periféricos,4,80.98,323.92,30,97.18,226.74,Sur,Sofía Martínez,Teléfono,CLI-0050
TXN-00455,2024-01-05,2024-01-05 17:59:51,RAM 16GB,Componentes,1,83.9,83.9,10,8.39,75.51,Este,Diego Torres,Tienda,CLI-0211
TXN-00456,2023-07-23,2023-07-23 19:41:34,Mouse Logitech,Accesorios,2,29.1,58.2,30,17.46,40.74,Sur,Sofía Martínez,App Móvil,CLI-0167
TXN-00457,2023-03-22,2023-03-22 13:29:40,Adaptador WiFi,Componentes,1,25.04,25.04,20,5.01,20.03,Sur,María López,App Móvil,CLI-0216
TXN-00458,2023-03-15,2023-03-15 14:14:20,Adaptador WiFi,Componentes,2,25.55,51.1,15,7.66,43.44,Este,Sofía Martínez,App Móvil,CLI-0203
TXN-00459,2024-08-24,2024-08-24 16:26:10,Webcam HD,Periféricos,1,86.19,86.19,10,8.62,77.57,Sur,Ana García,Online,CLI-0121
TXN-00460,2023-08-04,2023-08-04 10:06:04,Adaptador WiFi,Componentes,1,23.75,23.75,0,0.0,23.75,Oeste,Ana García,Tienda,CLI-0204
TXN-00461,2023-04-17,2023-04-17 11:05:41,Hub USB-C,Accesorios,1,52.64,52.64,0,0.0,52.64,Oeste,Sofía Martínez,Online,CLI-0127
TXN-00462,2023-05-15,2023-05-15 11:01:02,Disco Externo 2TB,Almacenamiento,2,86.11,172.22,0,0.0,172.22,Este,Diego Torres,Teléfono,CLI-0240
TXN-00463,2024-07-15,2024-07-15 20:34:11,Soporte Laptop,Accesorios,3,40.31,120.93,10,12.09,108.84,Centro,Roberto Díaz,Teléfono,CLI-0269
TXN-00464,2023-12-22,2023-12-22 12:51:05,Adaptador WiFi,Componentes,2,25.69,51.38,10,5.14,46.24,Oeste,Sofía Martínez,App Móvil,CLI-0212
TXN-00465,2023-01-01,2023-01-01 21:54:08,Webcam HD,Periféricos,5,74.48,372.40000000000003,0,0.0,372.4,Este,Sofía Martínez,Teléfono,CLI-0274
TXN-00466,2024-05-03,2024-05-03 21:27:51,Laptop HP,Computadoras,1,933.79,933.79,20,186.76,747.03,Este,Juan Pérez,Tienda,CLI-0281
TXN-00467,2024-03-23,2024-03-23 11:45:47,Auriculares Bluetooth,Audio,1,56.25,56.25,25,14.06,42.19,Oeste,Laura Sánchez,Online,CLI-0135
TXN-00468,2024-06-13,2024-06-13 18:51:44,Mouse Logitech,Accesorios,4,29.52,118.08,5,5.9,112.18,Este,Sofía Martínez,App Móvil,CLI-0212
TXN-00469,2023-05-20,2023-05-20 19:29:39,"Monitor Samsung 27""",Monitores,1,321.2,321.2,0,0.0,321.2,Oeste,Sofía Martínez,Teléfono,CLI-0097
TXN-00470,2024-07-01,2024-07-01 10:18:17,Auriculares Bluetooth,Audio,5,54.22,271.1,0,0.0,271.1,Sur,Roberto Díaz,Tienda,CLI-0120
TXN-00471,2023-08-11,2023-08-11 13:50:51,Mouse Logitech,Accesorios,1,27.89,27.89,20,5.58,22.31,Oeste,Diego Torres,Teléfono,CLI-0017
TXN-00472,2023-02-27,2023-02-27 15:04:34,Auriculares Bluetooth,Audio,5,54.95,274.75,0,0.0,274.75,Oeste,María López,Online,CLI-0129
TXN-00473,2023-05-05,2023-05-05 22:15:24,Soporte Laptop,Accesorios,1,39.04,39.04,0,0.0,39.04,Oeste,Juan Pérez,Tienda,CLI-0102
TXN-00474,2024-06-17,2024-06-17 12:30:24,RAM 16GB,Componentes,4,83.75,335.0,0,0.0,335.0,Este,Diego Torres,Online,CLI-0022
TXN-00475,2023-05-06,2023-05-06 19:19:12,Disco Externo 2TB,Almacenamiento,2,97.86,195.72,25,48.93,146.79,Este,Ana García,Online,CLI-0058
TXN-00476,2023-01-16,2023-01-16 13:37:07,"Monitor Samsung 27""",Monitores,7,307.96,2155.72,10,215.57,1940.15,Oeste,Juan Pérez,Tienda,CLI-0022
TXN-00477,2024-12-05,2024-12-05 14:49:05,Cable HDMI,Cables,1,13.73,13.73,20,2.75,10.98,Sur,María López,Teléfono,CLI-0047
TXN-00478,2023-03-03,2023-03-03 11:44:34,Adaptador WiFi,Componentes,2,25.58,51.16,0,0.0,51.16,Norte,María López,Teléfono,CLI-0120
TXN-00479,2024-03-25,2024-03-25 09:44:24,Auriculares Bluetooth,Audio,5,65.77,328.84999999999997,10,32.88,295.97,Este,María López,App Móvil,CLI-0021
TXN-00480,2023-10-29,2023-10-29 16:12:36,RAM 16GB,Componentes,2,83.3,166.6,25,41.65,124.95,Sur,Diego Torres,App Móvil,CLI-0240
TXN-00481,2024-07-21,2024-07-21 17:09:28,Webcam HD,Periféricos,2,85.87,171.74,30,51.52,120.22,Este,Sofía Martínez,App Móvil,CLI-0233
TXN-00482,2024-01-24,2024-01-24 09:39:54,Laptop HP,Computadoras,2,949.65,1899.3,25,474.82,1424.48,Este,Juan Pérez,App Móvil,CLI-0033
TXN-00483,2023-07-14,2023-07-14 16:49:35,Adaptador WiFi,Componentes,2,27.32,54.64,15,8.2,46.44,Sur,Sofía Martínez,App Móvil,CLI-0210
TXN-00484,2024-06-19,2024-06-19 09:53:08,Adaptador WiFi,Componentes,2,24.1,48.2,0,0.0,48.2,Sur,Ana García,Online,CLI-0055
TXN-00485,2024-08-07,2024-08-07 15:42:31,RAM 16GB,Componentes,2,75.06,150.12,0,0.0,150.12,Centro,Sofía Martínez,Tienda,CLI-0188
